# TaAs (dispersive) -- principal refractive index and extinction coefficient
# source: R. Zu, M. Gu, L. Min, C. Hu, N. Ni, Z. Mao, J. M. Rondinelli, V. Gopalan. Comprehensive anisotropic linear optical properties of the Weyl semimetals TaAs and NbAs. Phys. Rev. B 103, 165137 (2021).
# doi: 10.1103/PhysRevB.103.165137   conditions: spectroscopic ellipsometry, room temperature, Lorentz model of Eq. 1
# validity: 0.2066-1.0332 um (the measured window, 1.2-6 eV)
# Lorentz-oscillator model of Eq. 1 with the INFRARED POLE TAKEN NEGATIVE -- the printed plus disagrees with the paper's own Fig. 1 and with the exported case-study registry; see benchmarks/generate_dispersion_tables.py
# generated by benchmarks/generate_dispersion_tables.py
wavelength_um,no,ne,ko,ke
0.662,3.4914591,4.1940856,2.4886514,2.346877
0.664,3.4951102,4.201038,2.4903112,2.343571
0.666,3.4987499,4.2079463,2.4919048,2.3401547
0.668,3.5023723,4.2148036,2.4934311,2.3366293
0.67,3.505971,4.2216037,2.4948893,2.3329965
0.672,3.5095399,4.2283401,2.4962794,2.329258
0.674,3.5130724,4.235007,2.497602,2.3254164
0.676,3.5165624,4.2415986,2.4988581,2.321474
0.678,3.5200035,4.2481094,2.5000496,2.3174337
0.68,3.5233896,4.2545343,2.5011788,2.3132988
0.682,3.5267148,4.2608682,2.5022485,2.3090726
0.684,3.5299736,4.2671065,2.5032624,2.3047587
0.686,3.5331606,4.2732448,2.5042243,2.3003609
0.688,3.536271,4.2792791,2.5051388,2.2958832
0.69,3.5393003,4.2852056,2.5060107,2.2913298
0.692,3.5422445,4.2910207,2.5068452,2.286705
0.694,3.5451002,4.2967212,2.507648,2.2820132
0.696,3.5478645,4.3023043,2.5084249,2.2772589
0.698,3.5505348,4.3077672,2.5091819,2.2724469
0.7,3.5531095,4.3131077,2.5099251,2.2675818
0.702,3.5555871,4.3183237,2.5106608,2.2626683
0.704,3.557967,4.3234133,2.5113952,2.2577113
0.706,3.5602489,4.3283751,2.5121346,2.2527155
0.708,3.5624331,4.3332078,2.512885,2.2476857
0.71,3.5645204,4.3379105,2.5136524,2.2426268
0.712,3.566512,4.3424823,2.5144426,2.2375436
0.714,3.5684097,4.3469228,2.5152612,2.2324407
0.716,3.5702153,4.3512318,2.5161136,2.227323
0.718,3.5719314,4.3554091,2.5170048,2.2221949
0.72,3.5735606,4.3594551,2.5179396,2.2170612
0.722,3.575106,4.36337,2.5189223,2.2119262
0.724,3.5765707,4.3671544,2.5199573,2.2067944
0.726,3.5779581,4.3708092,2.5210482,2.2016702
0.728,3.579272,4.3743352,2.5221987,2.1965576
0.73,3.5805159,4.3777336,2.5234117,2.1914609
0.732,3.5816937,4.3810057,2.5246902,2.1863841
0.734,3.5828093,4.3841529,2.5260366,2.181331
0.736,3.5838666,4.3871767,2.5274532,2.1763054
0.738,3.5848696,4.3900788,2.5289419,2.1713109
0.74,3.5858222,4.3928611,2.5305043,2.1663511
0.742,3.5867282,4.3955254,2.5321417,2.1614294
0.744,3.5875917,4.3980737,2.5338553,2.156549
0.746,3.5884163,4.4005083,2.5356459,2.1517131
0.748,3.5892059,4.4028312,2.5375141,2.1469247
0.75,3.5899641,4.4050447,2.5394604,2.1421868
0.752,3.5906944,4.4071512,2.541485,2.137502
0.754,3.5914003,4.409153,2.5435879,2.132873
0.756,3.5920851,4.4110526,2.5457692,2.1283024
0.758,3.5927523,4.4128525,2.5480284,2.1237926
0.76,3.5934048,4.4145553,2.5503653,2.1193458
0.762,3.5940457,4.4161635,2.5527793,2.1149642
0.764,3.5946779,4.4176797,2.5552698,2.1106499
0.766,3.5953043,4.4191066,2.5578361,2.1064048
0.768,3.5959275,4.4204468,2.5604774,2.1022307
0.77,3.5965501,4.4217029,2.5631929,2.0981294
0.772,3.5971746,4.4228777,2.5659815,2.0941024
0.774,3.5978034,4.4239738,2.5688423,2.0901514
0.776,3.5984386,4.424994,2.5717743,2.0862778
0.778,3.5990826,4.4259409,2.5747763,2.0824828
0.78,3.5997373,4.4268172,2.5778472,2.0787677
0.782,3.6004048,4.4276257,2.5809858,2.0751337
0.784,3.6010868,4.4283689,2.584191,2.0715819
0.786,3.6017853,4.4290496,2.5874615,2.0681132
0.788,3.6025019,4.4296705,2.5907961,2.0647285
0.79,3.6032382,4.4302342,2.5941936,2.0614287
0.792,3.6039959,4.4307434,2.5976527,2.0582145
0.794,3.6047764,4.4312007,2.6011721,2.0550867
0.796,3.6055811,4.4316087,2.6047506,2.0520458
0.798,3.6064114,4.43197,2.6083869,2.0490923
0.8,3.6072685,4.4322872,2.6120798,2.0462269
0.802,3.6081538,4.4325629,2.6158279,2.0434499
0.804,3.6090684,4.4327997,2.61963,2.0407616
0.806,3.6100133,4.4330001,2.6234849,2.0381624
0.808,3.6109897,4.4331666,2.6273913,2.0356526
0.81,3.6119987,4.4333017,2.6313479,2.0332323
0.812,3.6130411,4.433408,2.6353535,2.0309018
0.814,3.6141179,4.4334878,2.6394069,2.028661
0.816,3.61523,4.4335437,2.6435069,2.0265101
0.818,3.6163782,4.4335782,2.6476521,2.024449
0.82,3.6175635,4.4335935,2.6518415,2.0224778
0.822,3.6187864,4.4335922,2.6560738,2.0205962
0.824,3.6200479,4.4335767,2.6603479,2.0188043
0.826,3.6213485,4.4335493,2.6646624,2.0171018
0.828,3.622689,4.4335123,2.6690164,2.0154885
0.83,3.62407,4.4334683,2.6734085,2.0139641
0.832,3.6254922,4.4334194,2.6778377,2.0125284
0.834,3.6269561,4.4333681,2.6823029,2.0111809
0.836,3.6284623,4.4333167,2.6868028,2.0099214
0.838,3.6300114,4.4332674,2.6913363,2.0087493
0.84,3.6316039,4.4332226,2.6959023,2.0076643
0.842,3.6332402,4.4331845,2.7004998,2.0066658
0.844,3.6349208,4.4331554,2.7051276,2.0057532
0.846,3.6366463,4.4331376,2.7097846,2.004926
0.848,3.6384169,4.4331334,2.7144697,2.0041835
0.85,3.6402332,4.4331449,2.7191818,2.0035252
0.852,3.6420956,4.4331745,2.7239199,2.0029501
0.854,3.6440043,4.4332243,2.7286829,2.0024577
0.856,3.6459598,4.4332965,2.7334698,2.0020471
0.858,3.6479623,4.4333934,2.7382794,2.0017174
0.86,3.6500123,4.4335171,2.7431107,2.0014678
0.862,3.65211,4.4336699,2.7479628,2.0012973
0.864,3.6542557,4.4338539,2.7528345,2.001205
0.866,3.6564497,4.4340712,2.7577249,2.0011899
0.868,3.6586922,4.4343241,2.7626328,2.0012508
0.87,3.6609834,4.4346146,2.7675574,2.0013867
0.872,3.6633236,4.4349448,2.7724975,2.0015964
0.874,3.665713,4.435317,2.7774522,2.0018786
0.876,3.6681518,4.4357331,2.7824204,2.0022322
0.878,3.6706401,4.4361954,2.7874013,2.0026557
0.88,3.6731782,4.4367057,2.7923937,2.0031479
0.882,3.6757661,4.4372662,2.7973967,2.0037072
0.884,3.6784041,4.437879,2.8024093,2.0043323
0.886,3.6810921,4.4385459,2.8074305,2.0050216
0.888,3.6838304,4.4392691,2.8124594,2.0057734
0.89,3.686619,4.4400505,2.8174949,2.0065862
0.892,3.689458,4.4408919,2.8225362,2.0074583
0.894,3.6923475,4.4417954,2.8275823,2.0083879
0.896,3.6952875,4.4427629,2.8326322,2.0093731
0.898,3.698278,4.443796,2.8376849,2.0104122
0.9,3.7013192,4.4448968,2.8427395,2.0115031
0.902,3.7044109,4.446067,2.8477951,2.0126438
0.904,3.7075533,4.4473083,2.8528508,2.0138324
0.906,3.7107462,4.4486225,2.8579055,2.0150666
0.908,3.7139897,4.4500112,2.8629584,2.0163444
0.91,3.7172837,4.4514761,2.8680086,2.0176634
0.912,3.7206282,4.4530187,2.8730551,2.0190213
0.914,3.7240232,4.4546406,2.8780971,2.0204159
0.916,3.7274684,4.4563433,2.8831335,2.0218446
0.918,3.730964,4.4581281,2.8881636,2.0233051
0.92,3.7345096,4.4599965,2.8931863,2.0247946
0.922,3.7381054,4.4619497,2.8982009,2.0263107
0.924,3.741751,4.4639891,2.9032064,2.0278507
0.926,3.7454464,4.4661157,2.9082019,2.0294118
0.928,3.7491915,4.4683308,2.9131866,2.0309914
0.93,3.752986,4.4706352,2.9181596,2.0325864
0.932,3.7568298,4.4730301,2.92312,2.0341942
0.934,3.7607227,4.4755162,2.928067,2.0358117
0.936,3.7646646,4.4780944,2.9329997,2.0374359
0.938,3.7686552,4.4807654,2.9379172,2.0390639
0.94,3.7726942,4.4835298,2.9428187,2.0406925
0.942,3.7767816,4.4863882,2.9477034,2.0423187
0.944,3.7809169,4.4893409,2.9525705,2.0439392
0.946,3.7851,4.4923884,2.957419,2.0455509
0.948,3.7893306,4.4955309,2.9622482,2.0471506
0.95,3.7936085,4.4987684,2.9670573,2.048735
0.952,3.7979333,4.5021012,2.9718454,2.0503008
0.954,3.8023047,4.505529,2.9766118,2.0518448
0.956,3.8067225,4.5090518,2.9813557,2.0533635
0.958,3.8111862,4.5126692,2.9860762,2.0548536
0.96,3.8156957,4.5163808,2.9907726,2.0563118
0.962,3.8202505,4.5201861,2.9954442,2.0577348
0.964,3.8248503,4.5240845,3.00009,2.0591191
0.966,3.8294947,4.5280752,3.0047095,2.0604615
0.968,3.8341834,4.5321574,3.0093018,2.0617585
0.97,3.8389159,4.53633,3.0138662,2.0630068
0.972,3.8436919,4.540592,3.018402,2.0642031
0.974,3.848511,4.5449421,3.0229083,2.065344
0.976,3.8533728,4.549379,3.0273846,2.0664264
0.978,3.8582768,4.5539011,3.03183,2.067447
0.98,3.8632226,4.5585069,3.036244,2.0684025
0.982,3.8682098,4.5631947,3.0406257,2.0692899
0.984,3.8732379,4.5679626,3.0449745,2.0701059
0.986,3.8783064,4.5728087,3.0492897,2.0708476
0.988,3.8834149,4.5777308,3.0535707,2.071512
0.99,3.888563,4.5827269,3.0578167,2.0720961
0.992,3.89375,4.5877946,3.0620271,2.072597
0.994,3.8989756,4.5929315,3.0662014,2.0730121
0.996,3.9042392,4.598135,3.0703387,2.0733385
0.998,3.9095403,4.6034026,3.0744386,2.0735737
1,3.9148784,4.6087316,3.0785004,2.0737152
1.002,3.920253,4.614119,3.0825234,2.0737604
1.004,3.9256634,4.619562,3.0865072,2.0737072
1.006,3.9311093,4.6250577,3.090451,2.0735533
1.008,3.9365899,4.6306028,3.0943543,2.0732966
1.01,3.9421049,4.6361942,3.0982166,2.072935
1.012,3.9476535,4.6418287,3.1020373,2.0724668
1.014,3.9532352,4.647503,3.1058158,2.0718901
1.016,3.9588494,4.6532136,3.1095516,2.0712034
1.018,3.9644956,4.6589572,3.1132441,2.0704051
1.02,3.9701732,4.6647302,3.1168929,2.0694938
1.022,3.9758815,4.6705291,3.1204974,2.0684683
1.024,3.9816199,4.6763503,3.1240572,2.0673276
1.026,3.9873879,4.6821903,3.1275717,2.0660706
1.028,3.9931848,4.6880452,3.1310405,2.0646965
1.03,3.9990099,4.6939116,3.134463,2.0632047
1.032,4.0048627,4.6997856,3.1378389,2.0615946
1.0332,4.0083874,4.7033122,3.1398419,2.0605715
