# KTP (dispersive) -- principal refractive index
# source: K. Kato and E. Takaoka. Sellmeier and thermo-optic dispersion formulas for KTP. Appl. Opt. 41, 5040-5044 (2002).
# doi: 10.1364/AO.41.005040   conditions: 20 C
# validity: 0.43-3.54 um
# via refractiveindex.info database (CC0): KTiOPO4/nk/Kato-alpha.yml, KTiOPO4/nk/Kato-beta.yml, KTiOPO4/nk/Kato-gamma.yml
# generated by benchmarks/generate_dispersion_tables.py; max interpolation error vs the closed form 2.9e-06
wavelength_um,nx,ny,nz
1.366,1.7313307,1.7383557,1.8202299
1.368,1.7312943,1.7383162,1.8201783
1.37,1.731258,1.7382768,1.8201269
1.372,1.7312217,1.7382374,1.8200755
1.374,1.7311854,1.7381981,1.8200242
1.376,1.7311492,1.7381588,1.819973
1.378,1.7311131,1.7381196,1.8199219
1.38,1.731077,1.7380805,1.8198708
1.382,1.7310409,1.7380414,1.8198199
1.384,1.7310049,1.7380024,1.819769
1.386,1.730969,1.7379634,1.8197182
1.388,1.7309331,1.7379245,1.8196675
1.39,1.7308973,1.7378856,1.8196169
1.392,1.7308615,1.7378468,1.8195663
1.394,1.7308258,1.7378081,1.8195159
1.396,1.7307901,1.7377694,1.8194655
1.398,1.7307545,1.7377307,1.8194152
1.4,1.7307189,1.7376921,1.819365
1.402,1.7306833,1.7376535,1.8193148
1.404,1.7306478,1.737615,1.8192647
1.406,1.7306124,1.7375766,1.8192147
1.408,1.730577,1.7375382,1.8191648
1.41,1.7305416,1.7374998,1.8191149
1.412,1.7305063,1.7374615,1.8190652
1.414,1.7304711,1.7374232,1.8190155
1.416,1.7304359,1.737385,1.8189658
1.418,1.7304007,1.7373468,1.8189163
1.42,1.7303656,1.7373087,1.8188668
1.422,1.7303305,1.7372706,1.8188173
1.424,1.7302954,1.7372326,1.818768
1.426,1.7302604,1.7371946,1.8187187
1.428,1.7302255,1.7371566,1.8186695
1.43,1.7301905,1.7371187,1.8186203
1.432,1.7301557,1.7370808,1.8185712
1.434,1.7301208,1.737043,1.8185222
1.436,1.730086,1.7370052,1.8184733
1.438,1.7300513,1.7369675,1.8184244
1.44,1.7300166,1.7369298,1.8183756
1.442,1.7299819,1.7368921,1.8183268
1.444,1.7299472,1.7368545,1.8182781
1.446,1.7299126,1.7368169,1.8182295
1.448,1.7298781,1.7367794,1.8181809
1.45,1.7298435,1.7367418,1.8181324
1.452,1.729809,1.7367044,1.8180839
1.454,1.7297746,1.7366669,1.8180356
1.456,1.7297401,1.7366295,1.8179872
1.458,1.7297057,1.7365922,1.817939
1.46,1.7296714,1.7365549,1.8178907
1.462,1.7296371,1.7365176,1.8178426
1.464,1.7296028,1.7364803,1.8177945
1.466,1.7295685,1.7364431,1.8177464
1.468,1.7295343,1.7364059,1.8176985
1.47,1.7295001,1.7363688,1.8176505
1.472,1.729466,1.7363317,1.8176027
1.474,1.7294318,1.7362946,1.8175548
1.476,1.7293977,1.7362575,1.8175071
1.478,1.7293637,1.7362205,1.8174594
1.48,1.7293296,1.7361835,1.8174117
1.482,1.7292956,1.7361466,1.8173641
1.484,1.7292617,1.7361096,1.8173165
1.486,1.7292277,1.7360728,1.817269
1.488,1.7291938,1.7360359,1.8172216
1.49,1.7291599,1.7359991,1.8171742
1.492,1.7291261,1.7359623,1.8171268
1.494,1.7290922,1.7359255,1.8170795
1.496,1.7290584,1.7358887,1.8170323
1.498,1.7290247,1.735852,1.8169851
1.5,1.7289909,1.7358153,1.8169379
1.52,1.7286548,1.7354499,1.8164689
1.54,1.728321,1.7350869,1.8160041
1.56,1.7279892,1.7347259,1.8155431
1.58,1.7276589,1.7343666,1.8150855
1.6,1.72733,1.7340087,1.8146309
1.62,1.7270022,1.7336519,1.8141789
1.64,1.7266751,1.733296,1.8137292
1.66,1.7263486,1.7329407,1.8132815
1.68,1.7260223,1.7325856,1.8128354
1.7,1.7256961,1.7322307,1.8123906
1.72,1.7253697,1.7318756,1.8119469
1.74,1.7250428,1.7315202,1.8115041
1.76,1.7247154,1.7311642,1.8110618
1.78,1.7243872,1.7308074,1.8106198
1.8,1.724058,1.7304497,1.8101779
1.82,1.7237276,1.7300909,1.8097359
1.84,1.7233958,1.7297307,1.8092936
1.86,1.7230625,1.7293691,1.8088508
1.88,1.7227275,1.7290058,1.8084073
1.9,1.7223907,1.7286407,1.8079629
1.92,1.7220518,1.7282736,1.8075175
1.94,1.7217107,1.7279045,1.8070709
1.96,1.7213673,1.727533,1.8066229
1.98,1.7210214,1.7271592,1.8061735
2,1.7206729,1.7267829,1.8057224
2.02,1.7203217,1.7264038,1.8052695
2.04,1.7199675,1.726022,1.8048147
2.06,1.7196102,1.7256372,1.8043579
2.08,1.7192498,1.7252494,1.8038989
2.1,1.718886,1.7248584,1.8034376
2.12,1.7185188,1.7244641,1.8029739
2.14,1.718148,1.7240663,1.8025078
2.16,1.7177734,1.723665,1.802039
2.18,1.717395,1.7232601,1.8015675
2.2,1.7170126,1.7228513,1.8010932
2.22,1.716626,1.7224386,1.800616
2.24,1.7162352,1.722022,1.8001358
2.26,1.71584,1.7216011,1.7996525
2.28,1.7154403,1.7211761,1.7991659
2.3,1.7150359,1.7207466,1.7986761
2.32,1.7146266,1.7203127,1.798183
2.34,1.7142125,1.7198742,1.7976863
2.36,1.7137933,1.719431,1.7971862
2.38,1.7133689,1.718983,1.7966824
2.4,1.7129391,1.71853,1.7961749
2.42,1.7125038,1.7180719,1.7956637
2.44,1.7120629,1.7176087,1.7951486
2.46,1.7116163,1.7171402,1.7946296
2.48,1.7111637,1.7166664,1.7941065
2.5,1.710705,1.7161869,1.7935794
2.52,1.7102401,1.7157019,1.7930482
2.54,1.7097689,1.7152111,1.7925127
2.56,1.7092911,1.7147144,1.7919729
2.58,1.7088066,1.7142116,1.7914287
2.6,1.7083152,1.7137028,1.7908801
2.62,1.7078168,1.7131877,1.790327
2.64,1.7073113,1.7126662,1.7897694
2.66,1.7067984,1.7121382,1.7892071
2.68,1.7062779,1.7116036,1.78864
2.7,1.7057498,1.7110621,1.7880682
2.72,1.7052137,1.7105138,1.7874916
2.74,1.7046696,1.7099584,1.78691
2.76,1.7041171,1.7093958,1.7863235
2.78,1.7035563,1.7088258,1.7857319
2.8,1.7029867,1.7082484,1.7851351
2.82,1.7024082,1.7076634,1.7845332
2.84,1.7018207,1.7070705,1.7839261
2.86,1.7012238,1.7064698,1.7833136
2.88,1.7006174,1.7058609,1.7826958
2.9,1.7000012,1.7052438,1.7820725
2.92,1.6993751,1.7046183,1.7814437
2.94,1.6987386,1.7039842,1.7808092
2.96,1.6980917,1.7033413,1.7801692
2.98,1.6974341,1.7026895,1.7795234
3,1.6967654,1.7020287,1.7788718
3.02,1.6960854,1.7013585,1.7782144
3.04,1.6953939,1.7006789,1.777551
3.06,1.6946905,1.6999896,1.7768817
3.08,1.693975,1.6992905,1.7762062
3.1,1.693247,1.6985813,1.7755247
3.12,1.6925062,1.6978618,1.7748369
3.14,1.6917523,1.6971319,1.7741428
3.16,1.690985,1.6963913,1.7734424
3.18,1.6902039,1.6956399,1.7727356
3.2,1.6894086,1.6948773,1.7720223
3.22,1.6885989,1.6941033,1.7713024
3.24,1.6877742,1.6933178,1.7705758
3.26,1.6869342,1.6925204,1.7698425
3.28,1.6860785,1.691711,1.7691025
3.3,1.6852067,1.6908892,1.7683555
3.32,1.6843182,1.6900548,1.7676016
3.34,1.6834128,1.6892075,1.7668407
3.36,1.6824898,1.6883472,1.7660727
3.38,1.6815489,1.6874733,1.7652975
3.4,1.6805894,1.6865858,1.764515
3.42,1.6796109,1.6856842,1.7637252
3.44,1.6786128,1.6847683,1.7629279
3.46,1.6775946,1.6838378,1.7621231
3.48,1.6765556,1.6828922,1.7613107
3.5,1.6754953,1.6819314,1.7604907
3.52,1.674413,1.6809548,1.7596628
3.54,1.673308,1.6799623,1.7588271
